quarter_end,beta_const,beta_d_rate_mortgage_lag1,beta_pce_real_g_lag1,beta_fed_debt_g_lag1,se_const,se_d_rate_mortgage_lag1,se_pce_real_g_lag1,se_fed_debt_g_lag1
2002-09-30,6.580846438742176,-0.050367393773807445,-0.024364773301987667,0.008064008311079042,0.7833365455636601,0.4901975676840954,0.027840750102411837,0.03683020744656196
2002-12-31,6.9550048953709265,-0.041202217892892246,-0.024364773472722163,0.007555829941772313,0.7983228227658932,0.4907648173595422,0.02784074992481515,0.036784018606323236
2003-03-31,6.398333687612667,-0.029488543634018594,-0.02436477367057216,0.0068698594058111545,0.8126614112031681,0.49156965927834034,0.027840749747309917,0.036708626468625376
2003-06-30,7.173609581002566,-0.019263540646090815,-0.02436477383756268,0.006617761266295697,0.7782772269361693,0.49210560849586676,0.02784074957001426,0.036671498968727755
2003-09-30,7.67291932225501,-0.00870014362872007,-0.024364774010217208,0.006338274907126136,0.8329860595577112,0.4924837823265734,0.02784074939144124,0.036595586670210005
2003-12-31,7.3719122375094335,0.003259681913345025,-0.024364774220930883,0.005762902192771788,0.822303948365699,0.49290835762051866,0.02784074921487936,0.036571217928744466
2004-03-31,8.32096628553048,0.018662125636531246,-0.02436477435832876,0.005431427740578181,0.8340659125407317,0.4939545020561902,0.027840749041054224,0.036513478689652275
2004-06-30,8.482292500424531,0.03453622089105024,-0.024364774518301886,0.004815442738637682,0.8014280544313859,0.49484115933600836,0.02784074886660711,0.03648976561637426
2004-09-30,9.165365861259549,0.04953283614198989,-0.024364774658049263,0.00431343274194225,0.8038256767011347,0.4958803822592103,0.027840748692185058,0.036433554332171283
2004-12-31,9.683851157723527,0.06409189799869408,-0.02436477480153775,0.0037734657868289077,0.7896297535458502,0.49752573169185343,0.027840748516994057,0.03636936548855391
2005-03-31,9.270401199904795,0.0796829172441289,-0.02436477499048494,0.0030790678555339436,0.824909400143706,0.4991331823167403,0.02784074834242557,0.03626938615382641
2005-06-30,9.763489730463736,0.09452470497661802,-0.024364775136841085,0.002689418699384674,0.8014119964240923,0.5005810363584402,0.027840748169717804,0.03619943976809168
2005-09-30,9.590146715407425,0.10925396178871194,-0.024364775300829596,0.0021180249764645373,0.7651184368037425,0.5018450592941346,0.027840747996275905,0.03613340348187086
2005-12-31,10.319353036574745,0.12370018852468445,-0.024364775423268648,0.0016264611201990235,0.7747013818457101,0.5029388435934373,0.027840747823383197,0.03603795403497856
2006-03-31,11.202491928034135,0.1381909737082645,-0.024364775540394876,0.0011566754822266503,0.8312290072624806,0.5038284073965429,0.027840747650410398,0.03591378189491167
2006-06-30,10.201954514483617,0.1481303298000085,-0.024364775672010702,4.20967661488858e-05,0.8058584043555509,0.5049852831258097,0.027840747477139403,0.03583263922822592
