quarter_end,beta_mortgage_m2_less_base_market_lean,se_mortgage_m2_less_base_market_lean,beta_mortgage_m2_less_base_market_controlled,se_mortgage_m2_less_base_market_controlled,beta_mortgage_base_market_lean,se_mortgage_base_market_lean,beta_mortgage_base_market_controlled,se_mortgage_base_market_controlled,beta_mortgage_m2_less_base_implied_lean,se_mortgage_m2_less_base_implied_lean,beta_mortgage_m2_less_base_implied_controlled,se_mortgage_m2_less_base_implied_controlled,beta_mortgage_base_implied_lean,se_mortgage_base_implied_lean,beta_mortgage_base_implied_controlled,se_mortgage_base_implied_controlled,beta_consumer_m2_less_base_market_lean,se_consumer_m2_less_base_market_lean,beta_consumer_m2_less_base_market_controlled,se_consumer_m2_less_base_market_controlled,beta_consumer_base_market_lean,se_consumer_base_market_lean,beta_consumer_base_market_controlled,se_consumer_base_market_controlled,beta_consumer_m2_less_base_implied_lean,se_consumer_m2_less_base_implied_lean,beta_consumer_m2_less_base_implied_controlled,se_consumer_m2_less_base_implied_controlled,beta_consumer_base_implied_lean,se_consumer_base_implied_lean,beta_consumer_base_implied_controlled,se_consumer_base_implied_controlled,beta_business_m2_less_base_market_lean,se_business_m2_less_base_market_lean,beta_business_m2_less_base_market_controlled,se_business_m2_less_base_market_controlled,beta_business_base_market_lean,se_business_base_market_lean,beta_business_base_market_controlled,se_business_base_market_controlled,beta_business_m2_less_base_implied_lean,se_business_m2_less_base_implied_lean,beta_business_m2_less_base_implied_controlled,se_business_m2_less_base_implied_controlled,beta_business_base_implied_lean,se_business_base_implied_lean,beta_business_base_implied_controlled,se_business_base_implied_controlled
1962-03-31,,,,,,,,,,,,,,,,,,,,,,,,,0.0889794966361227,0.042298434575540236,,,-0.012007128963206187,0.011176174425809338,,,-0.034869866910006764,0.1920308845453958,,,-0.0075392892347473095,0.011506189574802842,,,-0.037619551369326154,0.1810839357452102,,,-0.0003169122194881385,0.010753909574409274,,
1962-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.0889794967447784,0.042298434287237834,,,-0.012007128946212198,0.011176173529051436,,,-0.03326572753011797,0.1894160787432916,,,-0.007539289150783182,0.011506188890123135,,,-0.03647392103406902,0.17881291429143306,,,-0.00031691216066005723,0.010753909086380664,,
1962-09-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949673865377,0.042298434004615845,,,-0.012007128847998014,0.011176172635867511,,,-0.03617754361418102,0.188601631998166,,,-0.00753928903608532,0.011506188208248185,,,-0.038563176853449066,0.17779538878028286,,,-0.00031691208105465163,0.01075390859994915,,
1962-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949676621164,0.04229843372074274,,,-0.01200712872175421,0.011176171743620315,,,-0.038144342268531306,0.1873178640012173,,,-0.007539288914917092,0.011506187527102953,,,-0.04005286500481539,0.17646766005023634,,,-0.0003169119971716122,0.010753908113877797,,
1963-03-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949677736097,0.0422984334359963,,,-0.012007128600881434,0.011176170851321995,,,-0.04253472230251809,0.18557084286202544,,,-0.007539288803997235,0.011506186845931942,,,-0.04331933931333082,0.1747986122171219,,,-0.0003169119199756265,0.010753907627795439,,
1963-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949677121214,0.042298433151272026,,,-0.012007128493447088,0.011176169960121848,,,-0.04469390167414283,0.18373297241021175,,,-0.007539288675712075,0.011506186165635044,,,-0.04496194759567297,0.17309050502882156,,,-0.00031691183112997345,0.010753907142209461,,
1963-09-30,,,,,,,,,,,,,,,,,,,,,,,,,0.0889794968191581,0.042298432869982146,,,-0.01200712841654554,0.011176169071491916,,,-0.045667699800009565,0.182925738825442,,,-0.007539288559791343,0.011506185487392915,,,-0.04558757780189893,0.17210183846506166,,,-0.0003169117497805324,0.010753906657792361,,
1963-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949683573526,0.042298432588494306,,,-0.012007128364096412,0.011176168183688835,,,-0.04425568566192778,0.18186783419924726,,,-0.007539288423743198,0.011506184809836438,,,-0.04443715098813028,0.17094463792291067,,,-0.0003169116550210127,0.010753906173799548,,
1964-03-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949682861005,0.04229843230747168,,,-0.012007128324521797,0.01117616729583932,,,-0.04704549738086844,0.1807591464917201,,,-0.0075392883114943215,0.011506184132307662,,,-0.046365170932617716,0.1697471796963836,,,-0.00031691157567879935,0.010753905689811886,,
1964-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949679117337,0.042298432024974686,,,-0.012007128342144995,0.011176166412035783,,,-0.04740779906602721,0.17912262237895796,,,-0.0075392881497909625,0.011506183457924528,,,-0.046490555230082095,0.16817648496073162,,,-0.0003169114628742975,0.01075390520777122,,
1964-09-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949680772896,0.0422984317428831,,,-0.012007128401379293,0.01117616553092097,,,-0.047784417602489415,0.17773137143150416,,,-0.0075392879910538,0.011506182785755062,,,-0.04663135517088518,0.16677220306937238,,,-0.00031691135106357016,0.01075390472711108,,
1964-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949680462199,0.04229843146001768,,,-0.012007128477984668,0.011176164650509397,,,-0.04703742111644804,0.17596223051818702,,,-0.00753928782145992,0.011506182114135744,,,-0.04594260120725453,0.1650987260151812,,,-0.0003169112320026285,0.01075390424678717,,
1965-03-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949685261755,0.042298431179734,,,-0.012007128528049003,0.011176163770291722,,,-0.047483347138382814,0.17469509669787445,,,-0.00753928765944635,0.01150618144277414,,,-0.04617907900383744,0.16378056429232069,,,-0.00031691111782752857,0.010753903766587386,,
1965-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949685666953,0.042298430898064385,,,-0.012007128644920808,0.01117616289266969,,,-0.04959143390706083,0.17290869108758608,,,-0.007539287531022704,0.011506180773472869,,,-0.04764748400690655,0.16210967852800812,,,-0.00031691102460780496,0.010753903287646301,,
1965-09-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949683189071,0.04229843061862216,,,-0.012007128745477274,0.011176162017200859,,,-0.051326196231961274,0.1717953856749994,,,-0.007539287406838763,0.011506180105901508,,,-0.04887924360995008,0.16091935668970175,,,-0.0003169109333892861,0.010753902809777545,,
1965-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.0889794967978862,0.042298430338071874,,,-0.012007128853868126,0.011176161142280708,,,-0.05222595571005767,0.17015568608351475,,,-0.007539287275025099,0.011506179438803409,,,-0.04949679062242099,0.1593698508293262,,,-0.00031691083701147066,0.01075390233220819,,
1966-03-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949680249378,0.04229843005896751,,,-0.012007128944470737,0.011176160267256246,,,-0.05241615258496157,0.16879565922796214,,,-0.007539287139065598,0.011506178771658783,,,-0.04963436330595199,0.15801707622007238,,,-0.0003169107380365105,0.010753901854597096,,
1966-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949675727082,0.042298429779721786,,,-0.012007129126536805,0.011176159396876344,,,-0.053642979106443,0.16729707494846568,,,-0.007539287029969588,0.011506178108197993,,,-0.05056891717816797,0.15658519528935552,,,-0.0003169106550555134,0.010753901379243223,,
1966-09-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949676053149,0.042298429503088895,0.08742706740500313,0.04220987151574819,-0.012007129339408926,0.011176158528950311,-0.015624409855924191,0.01121853592075733,-0.06039881645099149,0.16649378750281982,-0.20222124576106434,0.20411563282463538,-0.007539286882004045,0.011506177446719517,0.05237117363301438,0.06111686149798666,-0.05561487658629427,0.15561507702418093,-0.16764122703122328,0.1873695034423659,-0.000316910545909134,0.010753900905094644,0.03205761342118604,0.04173912205237343
1966-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949677253367,0.04229842922560932,0.08742706740486028,0.04209230199741624,-0.012007129528051688,0.011176157661574211,-0.015624409868905786,0.010047852328810275,-0.06712033656415778,0.1652999049067625,-0.20247124417801388,0.20070189539558694,-0.00753928673609483,0.011506176785596138,0.05233711397158913,0.05925351127994227,-0.060624272789309985,0.15435531978215977,-0.16778347399667837,0.1844232848606813,-0.00031691043793816154,0.010753900431246079,0.032051266491180286,0.04118027314573631
1967-03-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949678570558,0.042298428947318376,0.08742706740389394,0.04232466536767635,-0.012007129709968216,0.011176156794735168,-0.015624409872543765,0.012327922432683238,-0.07216735857049167,0.16377269152016424,-0.20172755332896486,0.19730250541838718,-0.007539286546563606,0.01150617612476175,0.05243819113820791,0.05920685971686843,-0.06439168389427569,0.1528351607689084,-0.16720784088829532,0.1812046196895169,-0.0003169103015853575,0.010753899957648302,0.03207929289783351,0.0415531552983424
1967-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.0889794968018342,0.042298428667968485,0.08742706740315498,0.044376634397827436,-0.012007129877078342,0.011176155929776537,-0.01562440984685054,0.011883225258637203,-0.07790057029258385,0.16181659688160036,-0.20159862919535954,0.19313170767002755,-0.007539286385967785,0.011506175465277898,0.05234571946130018,0.0583282005678556,-0.06866251563122613,0.15099899115046433,-0.1671293167744352,0.1781624727924943,-0.0003169101834892829,0.010753899484891435,0.03204941482999857,0.041150951614701524
1967-09-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949685326634,0.04229842839193734,0.08742706739906847,0.04439028156777879,-0.012007130060807229,0.011176155066675025,-0.015624409852310173,0.011881049559097556,-0.08486663516367776,0.1603181461268454,-0.20304833951468026,0.1898790007572954,-0.007539286220143472,0.011506174806984251,0.052320271060580126,0.057703851094296654,-0.07399515303236157,0.14966830854942365,-0.1684418503074312,0.17547931625113808,-0.000316910061516025,0.010753899013025594,0.0320362852688163,0.04090745675278388
1967-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949692331732,0.042298428118476915,0.08742706742996241,0.044390281901448767,-0.012007130239360914,0.011176154203626226,-0.01562440985861241,0.011881048490297834,-0.09111162612316426,0.15941692363055654,-0.20314512401975637,0.18735324783482432,-0.0075392860485291174,0.011506174148719631,0.05237590618741024,0.05707698635073085,-0.07873779235085138,0.14878326572922126,-0.16844385985322277,0.17332863393891748,-0.00031690993571914516,0.010753898541153075,0.03204376953596988,0.040663838587012925
1968-03-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949700947835,0.042298427847226046,0.08742706747597678,0.044390281725415016,-0.012007130411282922,0.011176153340758452,-0.015624409844994976,0.011881047406520876,-0.08944829967765838,0.1591297451437732,-0.19837509976265988,0.18548891698524603,-0.007539285820710229,0.01150617349047704,0.0526783609150977,0.05643721630201785,-0.07747363499315729,0.1482475264149781,-0.1647253375092468,0.1715870511827113,-0.00031690977328445447,0.010753898069403764,0.03211762333933676,0.04041780912018309
1968-06-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949710798875,0.04229842757460341,0.08742706753125384,0.044390281548243184,-0.012007130558101823,0.01117615248167929,-0.015624409790408758,0.011881046325239656,-0.0916317671039999,0.1584578773152399,-0.1969446800063102,0.1833383407390318,-0.007539285677029078,0.01150617283487818,0.05254438765803254,0.055858099296317174,-0.07896695380161198,0.14739094315092732,-0.1634752778985384,0.1696099077714486,-0.00031690966416433874,0.010753897599441406,0.03207254346524534,0.040183291943018416
1968-09-30,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949719576777,0.042298427302044195,0.08742706757941596,0.04439028137084752,-0.01200713070326396,0.011176151623015268,-0.015624409733629899,0.011881045244225962,-0.09275849357879595,0.1575831210468812,-0.1945502266614901,0.18103595496112684,-0.007539285535653466,0.011506172179581897,0.05240268447103734,0.05527681943524219,-0.07968636073786148,0.14641476552626068,-0.16147543384505153,0.16752503921800968,-0.0003169095564376362,0.010753897129659672,0.03202337227772295,0.03994837815767921
1968-12-31,,,,,,,,,,,,,,,,,,,,,,,,,0.08897949727007466,0.04229842702913387,0.08742706761466783,0.0443902811941619,-0.01200713086169849,0.011176150764726476,-0.015624409706620962,0.011881044165061838,-0.09399980378956432,0.15643865020798725,-0.19166909528303497,0.17856401461498603,-0.007539285396484796,0.011506171524547536,0.052260088130419435,0.05469719823482931,-0.08045709609222722,0.14522881503462856,-0.1589763671607476,0.16530204754068137,-0.00031690944994974823,0.010753896660104074,0.03197740186867258,0.03971404211591759
