window_end,cpi,pce,ppi,gdpdef
2008-03-31,0.2418381121291445,0.06492232446013724,0.18527738186400117,0.12820952310153025
2008-06-30,0.29593222432830857,0.0926555880695921,0.3603520922393945,0.11262113365324541
2008-09-30,0.19862211441038136,0.07565695431392613,0.35722556270981753,0.17231714293986616
2008-12-31,0.5608810244098335,0.7843227662820691,0.6574216082433395,0.346464848070224
2009-03-31,0.5352637547583219,0.7899135297339546,0.7946720135137793,0.357128601814298
2009-06-30,0.5428652836678962,0.7238222669769283,0.9269852991468363,0.9426821271157008
2009-09-30,0.2359658219213176,0.3357745019603573,0.7392094319777469,0.765213224858684
2009-12-31,0.24135177139963926,0.37053493058659415,0.775407547639296,0.9583015346780737
2010-03-31,0.24670329196827923,0.4896655377228789,0.731767425159225,0.9579716956353608
2010-06-30,0.3839195226281426,0.7133961506670113,0.8268284473101706,0.8240282870824893
2010-09-30,0.5869499516463073,0.9072465780427038,0.8671324000488476,0.9787662601805022
2010-12-31,0.558980812534187,0.8611117354960525,0.8162776930760669,0.9214516271322585
2011-03-31,0.6061360107834417,0.885472983845954,0.856658163354536,0.9254840091262448
2011-06-30,0.6194488706765755,0.8474640932503058,0.731646272398502,0.7353277131102214
2011-09-30,0.6653198421190734,0.7995456264556934,0.7257873461452635,0.7189743568172069
2011-12-31,0.642383290959054,0.8179975196466557,0.7246204748085072,0.2066617309869133
2012-03-31,0.6153032113469132,0.7448324324009409,0.6509310574331879,0.17607553219061572
2012-06-30,0.6137872063133021,0.7148604722187606,0.6016142689081743,0.20766050202157152
2012-09-30,0.5418005552824066,0.6191072411560563,0.4494152276913097,0.3957435680418038
2012-12-31,0.637418805970242,0.6949780880476474,0.47556429663132826,0.47584948153232465
2013-03-31,0.6121620223744622,0.6911616194919756,0.4909016118182328,0.5384647193910772
2013-06-30,0.5467853943771799,0.5941938164061071,0.4718133153141266,0.7365358807074746
2013-09-30,0.6054651451537515,0.6106704529907524,0.44648265988627167,0.6805524285852047
2013-12-31,0.6338780975255589,0.6430886976571277,0.6931810560451199,0.7125227794656699
2014-03-31,0.5990752861022688,0.6223434089680523,0.6439792241442555,0.8482185293716329
2014-06-30,0.6357662819262445,0.6544594768821634,0.7946029430787417,0.8106078501430497
2014-09-30,0.5362046628082766,0.5610615059122575,0.7721240732606225,0.8076332664557938
2014-12-31,0.6023840465763308,0.6396271757808051,0.884937502968168,0.9238805895861902
2015-03-31,0.5794792053973261,0.5816846765368262,0.6366956563308805,0.5831160239120664
2015-06-30,0.6919836884610776,0.6896289992030947,0.7042451931464704,0.5040628955308846
2015-09-30,0.5946356384000007,0.5566381993178722,0.6100900740342348,0.43014564101813124
2015-12-31,0.7263628763728689,0.6769385253740883,0.7085141304748275,0.4274730879217853
2016-03-31,0.7035610090603875,0.6297231991933887,0.6601034676432143,0.2914581528924745
2016-06-30,0.6572975467360488,0.5549426950646672,0.6323008173447735,0.2672107317149831
2016-09-30,0.643496577447575,0.534616622348175,0.6238034342135723,0.22832860975829472
2016-12-31,0.6439872389768846,0.5301932974550362,0.6095256243907992,0.3301272673205156
2017-03-31,0.686703386629016,0.5747820263812511,0.703061344547929,0.30738100589935624
2017-06-30,0.7428029492281865,0.6335740501489054,0.7562022443148171,0.434003968070819
2017-09-30,0.7233794010819189,0.5762779644061151,0.7304883519107577,0.5114037898958421
2017-12-31,0.656842314528502,0.5494810890268758,0.7172988084535674,0.4717884725002256
2018-03-31,0.6216253074871778,0.4931141222972366,0.7262842978178865,0.5209241244359941
2018-06-30,0.6295524059374776,0.4962825157078362,0.7161462869054707,0.4705764465017558
2018-09-30,0.6164986575204965,0.48210193987605676,0.7014934388722532,0.4457799916076519
2018-12-31,0.627977513411277,0.493571033166482,0.7038603945989168,0.4510510565684903
2019-03-31,0.6233053741376109,0.4833113075387404,0.6860226486239979,0.437489714348579
2019-06-30,0.6072406710584961,0.46170442167751713,0.6812075726822704,0.43814581866014934
2019-09-30,0.6195120025832834,0.46492070559626486,0.6531203017831968,0.3928240799432331
2019-12-31,0.616274297088492,0.46945255121029705,0.657660093786602,0.3868532518814395
2020-03-31,0.6278936785968848,0.482055991645691,0.6840533449971435,0.37663038640682167
2020-06-30,0.599898786222957,0.4472880974897375,0.5734438779114186,0.3361918076450601
2020-09-30,0.3029748011473849,0.20047218541676118,0.39354932473280274,0.5250819396875093
2020-12-31,0.3828315424259046,0.25755591278263934,0.4180400115470344,0.4898458512408116
2021-03-31,0.39429369801341196,0.2925733499440327,0.5002951324043557,0.37240497372687065
2021-06-30,0.32529623475097547,0.24956473312694888,0.5127875187712755,0.1474484441015353
2021-09-30,0.2867921734643436,0.2361817654379883,0.5538389123383077,0.23204010516814774
2021-12-31,0.34239778655132236,0.21493538400782827,0.4868813274284983,0.18906647658554124
2022-03-31,0.4546724727040341,0.3747740212300349,0.6314729687305548,0.2670577179211303
2022-06-30,0.3158480681343776,0.25111850360131655,0.3760522968623636,0.2408653536568949
2022-09-30,0.35533030419849904,0.27785791827915785,0.36431142175008613,0.30269732744776545
2022-12-31,0.39416286105330495,0.2311138427089376,0.4058446500198556,0.2707802458788198
2023-03-31,0.2341293851579814,0.12737314169924221,0.38136608073932465,0.2905507502630283
2023-06-30,0.12140239243077838,0.03515239056828379,0.2670402345548154,0.38171292571907944
2023-09-30,0.18222654327266008,0.06733577681198488,0.42164831551309934,0.4845920056290566
2023-12-31,0.1232421450149749,0.03666430198060721,0.32252000811764664,0.3390884981936504
2024-03-31,0.18604583056016818,0.08155360181949581,0.32423525157922284,0.4778199203607444
2024-06-30,0.19226931662391475,0.09175246579428602,0.36061099773363475,0.4586335855089445
2024-09-30,0.21443127915174398,0.0958752895641092,0.3751574552713181,0.46805030241469936
2024-12-31,0.26267219042906487,0.11938548918701047,0.3921920188654294,0.47855522946435247
2025-03-31,0.19711368610049096,0.09194811944632116,0.30675609787197966,0.4548959805087174
2025-06-30,0.14521150265219723,0.07161432283562524,0.22279123631847772,0.4131672767769682
2025-09-30,0.1992776851760783,0.16899616069675188,0.33721899093395247,0.45311971011961627
2025-12-31,0.07882019879797114,0.09454162764684328,0.17303282675470205,0.13741760609727802
2026-03-31,0.07132959097159847,0.09958722768835117,0.17756698688087816,0.15178850519231374
